epoch,train,partialtrain,Rsplt1,Rsplt2,Rsplt3,Rsplt4,Rsplt5,RspltAVE,Xshft,pizeo,statY,infoY,BLANK,best_train,best_partialtrain,best_Rsplt1,best_Rsplt2,best_Rsplt3,best_Rsplt4,best_Rsplt5,best_Rsplt_AVE,best_Xshft,best_pizeo,best_statY,best_infoY,save,attack_gamma
427,105.1682,509.7306,185.1324,183.9366,186.3630,185.8877,185.7497,185.4139,202.9225,248.8031,223.6338,267.5384,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
428,27.1052,239.4505,29.5043,29.6399,29.4331,29.8631,30.6704,29.8222,61.3674,38.8825,46.0302,32.9315,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
429,54.1482,246.4230,60.8110,62.3637,61.8510,61.7234,64.1136,62.1725,114.8711,96.2958,111.8206,130.1673,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
430,57.6971,398.1329,57.3187,58.6646,60.6382,59.5372,60.4635,59.3245,115.8186,97.4011,126.7770,106.3298,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
431,607.5837,245.0174,599.0599,604.4232,594.1510,613.5869,616.6179,605.5677,766.1367,321.9824,535.5573,197.8724,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
432,12.2484,432.9689,8.9227,8.9440,9.1107,8.4080,8.5529,8.7876,48.6415,33.5930,30.3592,46.1102,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
433,15.6985,74.0730,22.3441,22.6055,21.8241,21.6588,22.9976,22.2860,37.4994,19.7311,25.4556,21.9338,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
434,92.2607,220.8660,75.1796,75.8036,74.0792,77.6815,77.2972,76.0082,138.1440,66.5033,96.9277,62.0044,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
435,382.3864,207.3641,353.8428,349.7384,354.5027,356.4569,356.2758,354.1633,504.8329,441.9273,464.2590,514.2722,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
436,47.9284,631.1104,37.0498,37.4789,36.9391,36.3930,38.2018,37.2125,39.9547,24.3620,36.5963,20.5223,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
437,50.6661,94.6704,53.9798,55.7446,53.9365,53.1268,56.1236,54.5823,108.8606,76.0937,60.1030,49.6735,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
438,14.0282,398.7624,11.2563,11.1630,11.1436,11.3771,11.4497,11.2779,17.4153,16.1250,20.0679,20.7347,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
439,24.3646,48.4644,19.5573,19.4968,19.4597,19.0095,19.1627,19.3372,48.9056,32.4219,39.8222,34.7178,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
440,303.3219,134.8277,213.6112,216.7486,215.7646,220.7878,215.8529,216.5530,405.0681,35.0947,203.7560,19.7192,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
441,289.5022,363.6201,428.3334,412.7054,425.0935,426.2665,427.8486,424.0495,509.9028,597.0305,444.7014,507.8072,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
442,594.0345,93.6354,658.8534,653.6796,654.2916,660.5437,666.1807,658.7098,813.3116,643.1105,730.9908,685.0602,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
443,51.8863,154.6271,48.4799,47.7310,46.7462,47.3201,48.3690,47.7292,67.6510,19.1525,37.9664,14.6669,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
444,151.7295,195.1165,124.9035,126.3500,122.9904,123.2879,129.1786,125.3421,178.9276,17.9312,126.1805,9.7101,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
445,515.2624,180.7297,591.0991,582.1667,573.7308,589.2780,589.1388,585.0827,350.8365,338.9833,353.2999,274.6354,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
446,63.4015,347.7736,101.3873,101.5459,102.1311,104.3047,105.8593,103.0457,204.2683,86.6651,124.9618,98.4642,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
447,35.0386,162.2986,37.4140,37.7720,37.5225,38.6551,37.9896,37.8706,27.5242,17.2206,47.8001,20.1294,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
448,284.7934,116.5113,269.5306,267.9474,271.0101,269.3505,270.2471,269.6172,393.8134,293.1358,391.3256,414.5824,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,1.5131,[],"tensor([38.7024], device='cuda:0')"
449,10.7576,159.0205,17.4261,17.2729,16.9371,17.2289,17.6657,17.3061,10.5296,4.2118,7.4204,0.8240,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,['infoY'],"tensor([38.7024], device='cuda:0')"
450,271.8445,83.3015,370.2731,377.5515,361.1502,379.4692,385.0130,374.6914,433.2701,118.8790,308.7921,31.9636,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
451,22.5212,400.5899,27.3522,26.3476,26.9164,26.3123,26.7952,26.7447,27.7118,6.7786,22.1256,5.4098,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
452,178.5904,22.1681,241.5551,238.0168,242.6528,243.0126,242.0552,241.4585,194.2303,190.8269,251.3563,244.2066,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
453,33.4921,120.0282,29.3751,30.4901,29.9443,30.1401,29.8692,29.9638,71.2864,27.3487,48.3924,45.2629,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
454,96.0018,190.8750,67.7253,63.6861,62.0556,64.9761,65.6758,64.8238,76.9847,31.5775,95.9970,34.7760,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
455,51.5621,109.9562,103.3674,100.6754,102.1041,103.5777,104.7519,102.8953,36.0747,44.3030,40.8554,20.0591,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
456,27.7040,151.4828,64.6989,62.1046,62.6902,63.3627,66.1439,63.8001,53.4990,36.1365,40.5743,10.7447,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
457,1888.3188,75.6613,2467.6797,2466.3201,2415.3374,2495.7656,2563.8608,2481.7927,3827.5393,1380.7000,2384.6924,800.9946,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
458,48.9852,259.1250,54.1846,52.5956,53.9542,53.7533,53.5999,53.6175,80.3897,62.0850,74.0199,77.6469,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
459,571.1437,64.8829,667.7412,675.8011,676.0013,667.9980,662.9387,670.0961,1336.1865,150.0816,636.7424,169.5220,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
460,1300.8049,443.4484,1576.1479,1555.7261,1552.5593,1559.2891,1590.2501,1566.7945,1662.4133,1224.8606,1351.8754,924.2799,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
461,223.6267,804.1901,210.8717,211.6856,205.2966,210.8159,215.5157,210.8371,304.1785,45.5860,188.8060,14.4392,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
462,75.7612,198.0855,109.0030,106.9449,106.0571,107.9416,109.4088,107.8711,111.3168,70.8591,75.7125,40.2997,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
463,442.7861,197.8711,557.0764,556.1733,550.3293,562.2751,567.4937,558.6696,882.0047,428.6587,554.1495,324.5045,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
464,108.4494,319.1089,78.3471,80.5218,78.3798,80.6116,81.8422,79.9405,79.7409,25.3340,58.1765,19.0506,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
465,21.5109,125.0848,36.7247,34.5097,36.4748,34.7289,36.4614,35.7799,52.0354,37.1181,33.5017,26.5533,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
466,42.4581,96.8928,35.6187,34.2512,34.3582,34.7573,34.9779,34.7926,47.1138,8.2557,39.1916,2.6990,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
467,14.6367,28.5627,11.3720,11.3789,10.8059,11.2442,11.4584,11.2519,21.1903,11.7497,17.1466,7.3489,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
468,10.2413,32.0208,14.1016,14.1024,13.5582,14.1014,14.3391,14.0405,21.5078,33.9317,28.1061,45.6718,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
469,31.4015,137.9990,47.8047,44.9089,46.4099,46.2864,47.3808,46.5581,68.1073,19.7151,43.0999,9.9043,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
470,73.5749,148.0649,84.3694,84.4533,86.0053,82.2913,87.3789,84.8996,176.2474,141.0101,126.2884,112.5859,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
471,12.6263,380.8761,24.4620,24.3249,23.1350,24.5210,25.4318,24.3749,30.6695,16.6774,19.6491,19.6017,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
472,75.0256,58.4675,124.6553,122.8179,123.6935,125.4452,125.7630,124.4750,139.7153,77.3009,93.8543,26.3835,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
473,76.7442,91.6139,58.1278,59.6427,59.7008,60.0723,59.6077,59.4303,95.9051,69.4438,87.1804,93.3881,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
474,137.3048,116.5916,198.9220,192.8437,192.1218,195.0234,198.7893,195.5400,291.8160,254.9589,236.1522,194.3363,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
475,23.0779,115.0023,33.9804,33.9096,33.4889,33.9771,33.8147,33.8341,18.6131,26.9566,23.0371,19.2259,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
476,274.2662,70.6896,359.4980,360.9402,352.0023,361.8884,372.0700,361.2798,391.8880,106.9986,240.2656,32.7589,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
477,449.3284,93.0058,296.6057,304.9172,297.8519,315.5109,307.9660,304.5703,567.3383,40.4100,335.0258,31.8477,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
478,7.9170,98.9346,9.8958,10.1273,9.7719,10.0812,10.3260,10.0404,7.0638,2.8600,6.7611,3.9740,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
479,20.8445,90.1952,21.0188,20.0747,21.2126,20.5544,21.8702,20.9461,59.1530,49.9954,34.9321,25.2874,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
480,237.1836,106.8530,162.3902,165.0961,160.7742,162.4593,169.7466,164.0933,252.4662,62.3718,170.7316,20.3920,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
481,40.6474,300.7343,45.8539,45.5815,45.7549,46.1975,46.2895,45.9355,58.6383,70.6321,66.6045,83.8452,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
482,82.3139,506.4350,202.0888,191.4396,200.5341,197.1985,199.5093,198.1540,429.1884,445.2236,322.4150,383.0181,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
483,302.2051,190.9037,276.8441,280.5647,276.8171,282.5721,287.5831,280.8762,419.7481,289.6311,272.6350,227.1462,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
484,5.2313,275.3688,6.8331,6.7061,6.4455,6.7732,7.0588,6.7633,5.6933,10.9628,8.8432,14.2570,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
485,23.0010,220.2555,21.9406,21.6594,20.6674,21.7901,22.5771,21.7269,26.7899,6.1858,18.0108,5.9439,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
486,476.2697,135.0958,456.2893,452.9225,484.6628,462.7671,456.8883,462.7060,514.7587,1370.5093,968.3882,1693.1903,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
487,384.5133,167.7608,423.3635,426.2112,413.5060,419.5916,425.2509,421.5846,388.2523,217.4669,267.9807,114.1729,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
488,73.9480,591.0180,65.5257,66.0952,65.6387,65.7923,66.4591,65.9022,77.9971,73.1804,87.7959,88.9405,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
489,89.8684,526.2107,103.0173,103.1389,100.3688,104.7432,107.7635,103.8063,144.1857,28.9633,84.7616,9.3838,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
490,262.2358,346.7547,316.1043,307.7755,311.1084,312.3766,319.7677,313.4265,658.4102,481.7571,415.1491,358.0008,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
491,579.5344,311.3535,501.2865,504.1839,491.1777,498.8464,507.9066,500.6802,595.6377,280.9706,445.5847,202.8875,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
492,76.9988,203.6671,88.5309,88.5738,86.6618,87.7322,89.1179,88.1233,86.6571,43.3659,61.3871,24.2957,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
493,157.5833,72.1868,119.7131,123.3362,121.4996,117.9808,121.7050,120.8469,196.8543,260.2086,211.9474,308.5563,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
494,51.2868,168.0177,43.9600,44.7678,43.1681,43.3728,44.6078,43.9753,56.5574,21.4455,32.3010,17.0439,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
495,370.8169,250.2280,349.4407,350.2555,341.5118,341.0071,350.8482,346.6127,296.8642,243.2218,228.3420,136.1251,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
496,37.9151,246.7107,46.8832,47.0565,46.0133,47.3424,47.5104,46.9612,42.4071,16.0033,27.7998,5.8903,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
497,11.1308,200.6945,8.9337,8.9644,9.3015,8.8429,8.8901,8.9865,9.2574,23.6643,21.8343,37.0690,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
498,62.3688,158.0780,40.7519,37.1720,38.8950,38.6478,42.8095,39.6552,194.5914,68.9079,141.9713,98.0707,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
499,345.1590,103.6578,415.8934,415.7813,416.0613,418.1669,419.7867,417.1379,417.4379,508.2871,454.3432,518.8433,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
500,47.1535,315.0258,105.1066,105.1112,104.7026,105.5499,107.4221,105.5785,100.3871,45.2809,70.2233,12.0645,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
501,28.5185,282.0371,79.1672,74.9205,80.0753,78.7180,82.1574,79.0077,225.5230,200.9294,148.6072,195.9498,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
502,35.4559,128.2020,43.3348,43.0760,42.4209,43.1122,44.0308,43.1950,49.2732,26.3732,39.2719,16.1373,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
503,69.5354,95.7020,85.7128,86.5524,82.7002,86.8230,89.0160,86.1609,86.9302,37.1561,73.8652,59.4383,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
504,37.8551,251.9189,47.8615,44.5067,46.9460,47.0258,46.3932,46.5467,67.1657,50.5409,61.4693,39.6338,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
505,39.0582,270.6106,53.7019,52.3141,55.4612,53.1940,55.8061,54.0955,78.5106,56.9467,53.2814,36.0626,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
506,28.6859,113.2968,28.4692,27.8203,28.5974,28.4858,28.2474,28.3240,40.9068,55.3735,49.2345,68.2426,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([2175.4690], device='cuda:0')"
507,53.7998,52.4827,70.9995,69.7440,69.4649,70.1143,71.6050,70.3855,78.6295,30.5612,53.4155,11.6358,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
508,20.0782,203.1081,23.3248,23.7717,23.2467,23.4510,24.1627,23.5914,22.7633,11.3462,17.8900,8.5921,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
509,74.7994,107.5297,125.5211,123.4804,124.8583,124.2104,124.8522,124.5845,104.6302,69.8055,85.5233,55.1207,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
510,174.4774,85.8053,247.4975,243.7498,243.2629,248.9738,246.9529,246.0874,211.9530,88.2912,150.3143,52.5529,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
511,132.3111,649.2172,196.1793,194.6661,191.8860,192.7894,197.0141,194.5070,282.0020,249.5161,233.8813,306.7986,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
512,839.4887,238.3360,1057.5414,1058.1152,1047.6249,1052.8644,1069.3221,1057.0936,691.3803,487.8755,597.2739,335.1432,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
513,28.8631,268.3551,22.7983,23.7427,23.1761,23.2745,23.4844,23.2952,32.0750,29.7693,35.5068,18.3810,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
514,93.0972,126.4891,51.1472,50.1351,50.0154,50.0673,48.1418,49.9013,156.0819,58.9170,86.7092,45.8431,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
515,26.8850,63.8691,28.6550,28.4184,29.5971,28.9610,28.4703,28.8204,78.8253,103.2934,69.5636,103.8193,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
516,48.6000,242.0658,71.7572,68.8105,70.2572,70.3313,71.5660,70.5444,96.5992,113.1348,95.9853,116.9364,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
517,93.2653,244.8352,115.0738,113.6427,111.8227,114.6954,119.1721,114.8813,203.9288,90.6793,127.9503,61.2687,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
518,84.4276,108.8513,61.5591,62.3240,63.4769,62.4838,62.4384,62.4565,57.9614,73.7955,82.9838,110.4410,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
519,33.4456,87.9390,36.8793,36.4345,38.3072,37.3430,36.2817,37.0491,29.7833,57.6902,63.7379,111.0224,                         ,1.6058,18.2431,2.2582,2.1134,2.3361,2.2735,2.3201,2.2603,4.3711,1.8695,4.4266,0.8240,[],"tensor([38.7024], device='cuda:0')"
