epoch,train,partialtrain,Rsplt1,Rsplt2,Rsplt3,Rsplt4,Rsplt5,RspltAVE,Xshft,pizeo,statY,infoY,BLANK,best_train,best_partialtrain,best_Rsplt1,best_Rsplt2,best_Rsplt3,best_Rsplt4,best_Rsplt5,best_Rsplt_AVE,best_Xshft,best_pizeo,best_statY,best_infoY,save,attack_gamma
86,237.1782,276.6724,451.2115,442.3150,443.3444,448.5945,454.7903,448.0512,380.3993,285.1591,283.6814,196.9962,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
87,80.5653,448.2339,80.8363,79.5517,81.9029,83.1502,80.2853,81.1453,129.5820,81.3857,120.3209,124.1318,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
88,561.4488,391.3143,556.8423,559.8737,543.7430,554.6379,567.4388,556.5071,563.0226,161.6412,341.0332,23.9097,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
89,8.2702,551.1338,10.6951,10.4397,10.9270,10.6472,10.7927,10.7004,16.7827,5.6491,13.2403,2.6886,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
90,322.7527,584.2861,253.3655,255.2586,248.4338,256.5797,260.7224,254.8720,384.1573,40.0292,229.3930,23.5138,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
91,29.1543,482.3826,39.6898,39.5269,38.3956,39.5870,40.4356,39.5270,33.8039,9.6036,19.8857,1.7714,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
92,132.6615,303.5497,172.2619,172.2256,167.5794,173.0999,175.9235,172.2181,149.1021,31.8436,94.6508,4.2588,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
93,149.4377,215.2707,165.0128,168.5442,162.2377,171.1837,173.4154,168.0788,257.4869,54.0902,150.8225,63.4433,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
94,63.3354,657.5233,148.1601,144.2218,146.2113,147.5320,149.1310,147.0512,166.5987,167.2972,124.4461,115.9887,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
95,35.8421,54.1427,26.9283,24.3181,26.3252,25.5676,25.2327,25.6744,61.7331,32.6254,53.5332,38.8865,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
96,321.2076,1177.7214,451.1595,442.8577,448.0325,442.6845,447.8730,446.5214,477.6263,421.8175,357.0517,308.8733,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
97,563.5149,120.1648,535.0583,539.2302,526.0208,538.9670,551.3286,538.1210,600.6709,216.7055,437.8873,117.6540,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
98,361.7343,613.8156,320.8537,318.4906,322.6635,323.0170,322.1172,321.4284,588.5615,292.0530,378.4838,220.5138,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
99,126.1588,458.6238,96.4966,97.2992,96.6133,95.4104,98.8831,96.9405,150.9206,54.1388,109.2446,30.6260,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
100,196.1020,318.6410,108.7484,103.5477,108.8774,106.7498,102.7968,106.1440,327.2569,61.7690,168.3694,60.2123,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
101,16.4034,861.5448,15.7810,14.8099,15.5614,15.0724,15.5796,15.3609,35.8032,18.8603,27.2227,23.6599,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
102,3483.2259,142.6475,4220.2334,4186.2021,4200.4985,4209.0747,4217.3057,4206.6629,4270.9521,4265.2705,4143.3945,4194.4438,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
103,474.8646,903.1930,471.6288,466.7317,467.3627,468.5856,473.7130,469.6044,564.7426,474.3004,500.3149,469.7364,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1713], device='cuda:0')"
104,1008.9110,562.6868,1119.9303,1123.6033,1103.6277,1132.5017,1148.0187,1125.5363,1310.2108,459.0996,886.4880,279.7456,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
105,4585.2955,749.1399,5199.9404,5186.6221,5130.2466,5222.7891,5296.8906,5207.2978,5866.7104,4691.6455,4694.4038,3580.7468,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
106,43.9097,2095.5210,64.5475,62.9166,63.3643,64.7881,65.6360,64.2505,64.1207,30.5371,52.0297,17.6125,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.1692], device='cuda:0')"
107,471.2441,1080.6980,665.1384,658.4171,659.0075,666.2577,672.4210,664.2483,779.4551,755.3337,671.6443,636.7439,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
108,89.8604,666.5476,178.4216,175.6049,171.7544,177.9529,179.4346,176.6337,116.4879,50.4267,72.7734,5.2672,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
109,139.4075,1664.7672,157.7953,156.4751,155.8616,158.3401,160.4288,157.7802,199.4291,156.5633,166.0408,139.4231,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
110,331.5169,288.6444,313.8571,311.7319,306.6142,317.8133,321.9391,314.3911,461.5641,72.7492,286.9477,28.8674,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
111,63.2357,629.3799,75.7557,71.7450,74.9062,73.9387,72.1858,73.7063,193.2612,147.9025,118.8528,148.9173,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
112,429.2046,612.3923,401.8639,402.6739,399.2896,405.2530,406.2025,403.0566,510.7618,380.7232,436.9266,387.2672,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
113,29.4682,397.6915,38.0702,36.2423,36.6184,37.6419,37.2790,37.1704,53.5822,17.8171,45.1819,16.9395,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
114,134.1482,454.1170,227.5784,220.6430,227.4091,225.3582,224.4319,225.0841,235.4349,299.1911,240.9451,282.7596,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
115,150.3973,193.9799,237.5572,224.0915,239.5011,233.2016,229.4483,232.7599,374.3890,552.6562,409.0930,628.4479,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
116,289.4646,554.5855,399.1286,398.3448,392.1866,404.6137,410.2936,400.9135,527.8458,245.6796,339.3852,155.1532,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
117,155.5060,275.2664,214.0311,213.1750,210.3016,213.7960,217.1270,213.6861,209.2251,174.6431,162.9185,120.9945,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
118,28.2749,203.1578,54.6396,53.1196,54.4603,54.1131,54.8257,54.2316,58.4461,63.9904,49.7231,53.0680,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
119,285.4705,83.1872,420.9705,412.7928,415.8875,417.9683,418.8541,417.2946,476.5940,424.1162,368.1369,320.8902,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
120,11.0710,289.2502,9.2946,9.3015,9.2931,9.3684,9.5577,9.3631,11.3944,9.1755,14.2921,11.9187,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
121,36.3525,89.3328,22.1493,21.9182,22.1791,22.3972,22.5424,22.2372,52.0689,8.5526,38.3927,8.1340,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
122,10.3791,285.5991,10.5369,9.8600,9.8891,10.0635,10.3478,10.1395,15.6384,10.5639,13.8018,5.2652,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
123,39.8173,227.1497,41.3923,40.8288,41.5607,41.5276,41.5472,41.3713,48.4801,62.0491,57.3935,79.5286,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
124,90.3160,177.9206,94.9532,97.5600,96.0577,98.0152,101.6604,97.6493,163.3510,43.4101,106.7509,63.2677,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
125,272.7041,567.1903,338.4330,332.8517,334.8825,333.9728,338.4327,335.7145,294.6154,202.6139,205.7651,110.9348,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
126,401.5028,381.8643,344.9004,349.1397,339.7950,348.4812,353.7354,347.2103,436.7873,55.1383,251.7220,9.2779,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([0.8358], device='cuda:0')"
127,234.1512,397.9758,260.7832,262.8299,250.8704,259.5298,266.0802,260.0187,144.0462,124.7519,157.9614,43.1656,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([1.], device='cuda:0')"
128,55.5997,1085.6988,52.6206,53.3903,51.3035,53.5424,55.2777,53.2269,88.5877,31.2476,71.0845,22.0970,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([1.], device='cuda:0')"
129,52.0853,238.0694,116.7225,113.4018,119.4534,117.9472,118.7563,117.2562,234.5008,276.8283,216.5702,297.5135,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([1.], device='cuda:0')"
130,160.5100,74.7678,220.8559,220.6102,217.0967,220.2174,225.0482,220.7657,152.5298,106.6458,127.2553,63.7266,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([1.], device='cuda:0')"
131,1465.2785,206.6968,1355.4272,1358.7689,1335.1093,1362.3165,1380.8528,1358.4949,1646.0566,647.6489,1202.2821,482.5799,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([1.], device='cuda:0')"
132,589.1731,864.1357,715.4916,709.0137,707.3787,719.8756,723.3579,715.0235,814.0930,727.9568,738.7960,711.9136,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([1.], device='cuda:0')"
133,73.4078,513.3402,120.2739,116.9912,120.3846,122.0452,119.9070,119.9204,111.4153,92.9392,124.5058,108.6906,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([1.], device='cuda:0')"
134,122.2296,187.5856,111.5281,111.9133,113.0203,111.8099,112.9285,112.2400,133.7632,136.5936,136.4884,143.3266,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([1.], device='cuda:0')"
135,18.1634,499.3465,29.3167,28.7093,30.5111,29.8927,29.6031,29.6066,40.2488,35.8492,42.2735,34.1333,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
136,314.1001,181.6977,330.2762,327.6620,323.8786,329.7408,334.0150,329.1145,461.0510,317.3605,367.4316,275.9681,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
137,52.0390,291.7515,78.7579,78.2996,77.3401,77.5903,78.5856,78.1147,55.5877,54.5767,44.6499,30.0686,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
138,181.9111,82.2833,169.7132,168.7562,167.5318,170.0104,172.5206,169.7065,235.3067,127.6015,188.3224,120.6194,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
139,178.1860,125.3023,184.4625,184.7957,182.2868,186.7061,188.7417,185.3986,222.8932,126.5282,178.4543,95.8335,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
140,218.6751,90.7197,179.5713,182.0960,178.3920,180.0165,184.4910,180.9133,198.4136,78.4906,149.0910,36.4738,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
141,37.8809,307.3579,39.3697,39.3748,39.9555,39.6780,39.8778,39.6512,77.0132,122.9097,87.3770,136.2990,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
142,303.5924,442.7427,346.4536,344.7292,344.6017,346.0132,345.3526,345.4300,359.7003,120.3902,271.3889,136.1293,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
143,17.5580,762.3893,19.2406,18.7616,19.5526,18.5004,18.9316,18.9974,18.7200,15.2212,20.9431,12.3760,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
144,433.1723,153.7836,569.1795,562.2461,561.9327,566.6859,572.3808,566.4850,546.7527,428.5679,454.7058,347.2806,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
145,781.8187,741.6103,620.3203,630.5773,618.8611,632.1656,640.2702,628.4389,1077.1490,163.9540,554.8646,58.1293,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
146,313.4795,776.2998,295.0432,300.5398,287.9622,300.2679,309.9848,298.7596,482.9898,121.1702,277.6814,48.3801,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
147,178.4891,514.2785,196.0275,197.2251,195.6133,196.8288,198.6648,196.8719,295.6110,240.2461,226.2791,223.8140,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
148,243.9686,191.1484,174.9510,173.3132,170.3443,176.1851,177.1468,174.3881,374.3361,49.7699,231.6773,36.0597,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
149,276.2037,653.3312,170.1423,165.4403,167.2598,166.8181,169.8424,167.9006,328.1389,69.1793,209.0100,61.4762,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
150,297.8756,605.1957,279.6298,277.6862,275.7334,280.5830,285.1467,279.7558,424.0570,239.1403,307.2878,185.4866,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
151,166.0608,301.9860,256.7889,252.6631,251.6886,256.6395,260.4809,255.6522,325.8610,185.7867,212.0174,113.2395,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
152,39.2798,439.2670,78.6288,75.4692,77.5528,78.1004,77.9346,77.5372,113.0485,91.7546,85.5469,73.1130,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
153,288.7425,477.6879,256.2205,255.8306,253.7144,257.5713,258.9767,256.4627,314.7022,171.7935,260.8098,157.6888,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
154,1079.3648,183.0935,1415.3149,1392.9628,1409.6985,1412.5406,1423.4370,1410.7908,1618.9070,1861.6229,1570.3130,1780.5880,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
155,9.4035,615.7812,7.1182,7.3740,6.9948,6.9361,7.7638,7.2374,14.1069,22.1688,17.6855,25.0429,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
156,221.4835,261.8979,292.7505,295.7825,286.0798,297.3997,305.9726,295.5970,275.0957,53.4546,189.5023,24.2237,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
157,44.5117,91.8623,68.6489,67.5221,71.9192,70.0825,68.2568,69.2859,64.6011,107.9680,104.1172,141.2150,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
158,463.8611,307.4807,509.7429,499.7278,511.6571,500.3075,502.6911,504.8253,536.1323,645.0347,516.9575,658.0677,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
159,474.9587,289.5052,530.8512,531.2373,525.9790,537.1505,541.3261,533.3088,715.1654,505.0368,575.4221,455.3554,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
160,909.9720,223.4477,810.0673,812.3739,786.6907,803.6118,823.2006,807.1889,863.9761,195.7649,560.6216,44.7849,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
161,773.8970,878.8745,1111.6331,1090.1710,1107.6924,1111.9576,1124.0664,1109.1041,1710.1877,1456.3625,1372.5198,1388.7917,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
162,59.4639,869.0608,58.9731,56.1205,57.9044,58.3783,59.2940,58.1341,184.1008,109.6845,128.1392,125.4666,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
163,175.4176,171.3948,172.5491,172.6753,173.2370,173.9710,174.0357,173.2936,192.8225,196.8861,198.0668,214.7446,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
164,531.0465,209.9930,1187.5999,1157.8542,1215.3097,1194.5751,1185.9454,1188.2569,1552.5510,2173.5229,1617.5608,2277.6096,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
165,90.7333,226.0535,75.4621,71.2747,72.6655,73.0760,73.9549,73.2866,204.0489,170.7067,183.3294,186.6362,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
166,200.0718,673.8933,237.2545,231.9850,241.3665,238.5700,237.9878,237.4328,505.9713,482.2427,414.4420,504.0496,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
167,88.5408,763.2837,260.9979,249.2559,254.7324,258.1343,263.1488,257.2539,319.9960,202.1969,200.2569,121.1506,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
168,231.8842,187.5451,193.9549,197.2312,196.0528,196.5870,199.9174,196.7487,243.0826,199.8438,235.0552,243.0130,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
169,36.3859,126.6831,67.5549,64.6429,66.2425,66.1497,66.2140,66.1608,71.2278,46.9910,45.1857,25.4704,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
170,39.6486,520.9609,47.9795,47.2983,47.0209,47.5137,48.3587,47.6342,43.3532,18.6710,32.4994,7.4613,                         ,2.4532,38.8962,4.2798,3.9976,4.1441,4.1728,4.0893,4.1367,5.4632,1.8695,5.3272,1.5131,[],"tensor([38.7024], device='cuda:0')"
